name,price,core_count,core_clock,boost_clock,tdp,graphics,smt
AMD Athlon II X3 440,,3,3.0,,95,,False
Intel Core i5-2405S,,4,2.5,,65,Intel HD Graphics 3000,False
AMD A6-3670K,,4,2.7,,100,Radeon HD 6530D,False
Intel Pentium G550,,2,2.6,,65,Intel HD Graphics,False
Intel Pentium G640T,84.88,2,2.4,,35,Intel HD Graphics,False
Intel Xeon E3-1280,,4,3.5,,95,,True
Intel Xeon E3-1225 V2,247.5,4,3.2,,77,Intel HD Graphics P4000,False
AMD FX-9370,,8,4.4,4.7,220,,False
Intel Xeon E5-2690,,8,2.9,3.8,135,,True
AMD A6-6420K,,2,4.0,4.2,65,Radeon HD 8000 Series,False
Intel Celeron G1850,,2,2.9,,53,Intel HD Graphics,False
AMD A10-6800B,,4,4.1,4.4,100,Radeon HD 8670D,False
Intel Core i3-4360T,,2,3.2,,35,Intel HD Graphics 4600,True
Intel Xeon E3-1230 V3,,4,3.3,3.7,80,,True
Intel Xeon E5-2687W,,8,3.1,3.8,150,,True
Intel Xeon E5-1660 V2,,6,3.7,4.0,130,,True
Intel Pentium G3450,,2,3.4,,53,Intel HD Graphics,False
Intel Xeon E5-2620 V3,149.94,6,2.4,3.2,85,,True
Intel Xeon E5-2637 V3,470.62,4,3.5,3.7,135,,True
Intel Xeon E5-2670 V3,,12,2.3,3.1,120,,True
Intel Xeon E3-1245 V3,,4,3.4,3.8,84,Intel HD Graphics P4600,True
Intel Pentium G3470,61.57,2,3.6,,53,Intel HD Graphics,False
Intel Core i3-6300,,2,3.8,,51,Intel HD Graphics 530,True
AMD Opteron 6378,,16,2.4,3.3,115,,False
Intel Xeon E5-2603 V4,399.99,6,1.7,,85,,False
Intel Xeon E5-2609 V4,416.82,8,1.7,,85,,False
AMD Athlon X4 860K,,4,3.7,4.0,95,,False
Intel Pentium G4600T,,2,3.0,,35,Intel HD Graphics 630,True
Intel Core i3-7100T,,2,3.4,,35,Intel HD Graphics 630,True
Intel Core i5-7640X,,4,4.0,4.2,112,,False
Intel Xeon E5-2440V2,,8,1.9,2.4,95,,True
Intel Xeon E3-1245 V6,589.95,4,3.7,4.1,73,Intel HD Graphics P630,True
Intel Xeon E3-1280 V6,550.0,4,3.9,4.2,72,,True
AMD Athlon X4 970,,4,3.8,4.0,65,,False
AMD Athlon X4 940,,4,3.2,3.6,65,,False
Intel Pentium Gold G5500T,,2,3.2,,35,Intel UHD Graphics 630,True
Intel Core i3-9320,,4,3.7,4.4,62,,False
Intel Core i3-9320,,4,3.7,4.4,62,,False
Intel Core i3-9350K,,4,4.0,4.6,91,Intel HD Graphics 630,False
Intel Xeon E-2144G,,4,3.6,4.5,71,Intel HD Graphics P630,True
Intel Xeon E-2174G,535.27,4,3.8,4.7,71,Intel HD Graphics P630,True
Intel Xeon E-2126G,840.28,6,3.3,4.5,80,Intel HD Graphics P630,False
Intel Xeon E-2244G,,4,3.8,4.8,71,Intel HD Graphics P630,True
Intel Pentium G3240,,2,3.1,,53,Intel HD Graphics,False
Intel Xeon E5-2620,80.0,6,2.0,,95,,True
AMD Phenom II X4 975,172.56,4,3.6,,125,,False
Intel Pentium G2120,,2,3.1,,55,Intel HD Graphics,False
AMD Athlon X2 340,120.0,2,3.2,,65,,False
AMD Opteron 6328,715.11,8,3.2,3.8,115,,False
Intel Xeon E3-1240 V6,498.95,4,3.7,4.1,72,,True
AMD Athlon II X2 255,,2,3.1,,65,,False
AMD Athlon II X3 425,,3,2.7,,95,,False
AMD Athlon II X3 435,,3,2.9,,95,,False
AMD Phenom II X4 945,,4,3.0,,125,,False
AMD Phenom II X6 1055T,,6,2.8,,125,,False
AMD Athlon II X2 260u,,2,1.8,,25,,False
AMD Phenom II X3 740 Black,,3,3.0,,95,,False
AMD Phenom II X4 965 Black (140W),,4,3.4,,140,,False
Intel Celeron E1200,,2,1.6,,65,,False
Intel Pentium E2180,,2,2.0,,65,,False
Intel Core 2 Duo E4300,97.0,2,1.8,,65,,False
Intel Core 2 Duo E6320,198.95,2,1.86,,65,,False
Intel Core 2 Duo E6420,,2,2.13,,65,,False
Intel Core 2 Duo E8190,,2,2.66,,65,,False
Intel Core i5-750S,,4,2.4,,82,,False
Intel Core i7-965 Extreme Edition,,4,3.2,,130,,True
Intel Core 2 Quad Q6700,,4,2.66,,100,,False
Intel Core 2 Quad Q8400S,,4,2.66,,65,,False
Intel Core 2 Quad Q9505,,4,2.83,,95,,False
Intel Core 2 Extreme QX9770,,4,3.2,,136,,False
AMD Phenom II X2 560 Black,,2,3.3,,80,,False
AMD Phenom II X4 975,,4,3.6,,125,,False
AMD Phenom II X4 960T Black,,4,3.0,,95,,False
AMD Phenom II X4 925,,4,2.8,,95,,False
AMD Athlon II X3 460,,3,3.4,,95,,False
Intel Pentium G840,,2,2.8,,65,Intel HD Graphics,False
Intel Pentium G620T,,2,2.2,,35,Intel HD Graphics,False
AMD Phenom II X4 980 Black,,4,3.7,,125,,False
AMD Athlon II X4 641,,4,2.8,,100,,False
AMD A10-5700,,4,3.4,,65,Radeon HD 7660D,False
Intel Xeon E3-1225,,4,3.1,,95,Intel HD Graphics,False
Intel Xeon E3-1270,,4,3.4,,80,,True
Intel Pentium G2130,,2,3.2,,55,Intel HD Graphics,False
AMD Athlon X2 370K,,2,4.2,,65,,False
Intel Celeron G1820,,2,2.7,,53,Intel HD Graphics,False
Intel Xeon E5-1660,,6,3.3,3.9,130,,True
Intel Xeon E5-2603 V2,,4,1.8,,80,,False
AMD FX-4130,,4,3.8,,125,,False
AMD 5350,,4,2.05,,25,Radeon HD 8400,False
AMD Sempron 145,,1,2.8,,45,,False
AMD Sempron 150,,1,2.9,,45,,False
AMD A10-6700T,,4,2.5,3.5,45,Radeon HD 8650D,False
AMD A10-6790K,,4,4.0,4.3,100,Radeon HD 8670D,False
AMD A10-6800K,,4,4.1,,100,Radeon HD 8670D,False
AMD A10-7850K,,4,3.7,4.0,95,Radeon R7 (on-die),False
AMD A10-7700K,,4,3.4,3.8,95,Radeon R7 (on-die),False
AMD A4-3420,,2,2.8,,65,Radeon HD 6410D,False
Intel Celeron G470,,1,2.0,,35,Intel HD Graphics,True
Intel Celeron G470,,1,2.0,,35,Intel HD Graphics,True
AMD FX-4170,,4,4.2,,125,,False
AMD FX-4320,,4,4.0,4.2,95,,False
AMD FX-6350,,6,3.9,,125,,False
AMD FX-8140,,8,3.2,4.1,95,,False
Intel Xeon E3-1276 V3,,4,3.6,4.0,84,Intel HD Graphics P4600,True
Intel Xeon E5-2637 V2,,4,3.5,3.8,130,,True
AMD A8-7600,,4,3.1,3.8,65,Radeon R7 (on-die),False
AMD Athlon X4 860K,,4,3.7,4.0,95,,False
AMD Athlon X4 550,,4,2.2,,25,,False
Intel Xeon E5-1620 V3,,4,3.5,3.6,140,,True
AMD Pro A10-7800B,,4,3.5,3.9,65,Radeon R7 (on-die),False
AMD Athlon X2 450,,2,3.5,3.9,65,,False
AMD Sempron X2 250,,2,3.2,3.6,65,,False
Intel Pentium G3250,,2,3.2,,53,Intel HD Graphics,False
Intel Pentium G3250T,,2,2.8,,35,Intel HD Graphics,False
Intel Xeon E5-2609 V3,,6,1.9,,85,,False
Intel Xeon E5-2603 V3,,6,1.6,,85,,False
Intel Xeon E5-2685 V3,,12,2.6,3.3,120,,True
Intel Xeon E5-2609,,4,2.4,,80,,False
Intel Pentium G3470,94.0,2,3.6,,53,Intel HD Graphics,False
Intel Pentium G4520,,2,3.6,,51,Intel HD Graphics 530,False
Intel Pentium G4520,,2,3.6,,51,Intel HD Graphics 530,False
Intel Xeon E3-1270 V5,,4,3.6,4.0,80,,True
Intel Xeon E3-1275 V5,,4,3.6,4.0,80,Intel HD Graphics P530,True
AMD Athlon X4 880K,,4,4.0,4.2,95,,False
Intel Core i7-6950X,,10,3.0,3.5,140,,True
Intel Xeon E5-1620 V4,183.01,4,3.5,3.8,140,,True
Intel Core i3-7300,,2,4.0,,51,Intel HD Graphics 630,True
Intel Celeron G3950,,2,3.0,,51,Intel HD Graphics 610,False
Intel Core i3-7101TE,,2,3.4,,35,Intel HD Graphics 610,True
Intel Core i5-7600T,,4,2.8,3.7,35,Intel HD Graphics 630,False
Intel Core i7-7700T,,4,2.9,3.8,35,Intel HD Graphics 630,True
Intel Core i7-7740X,,4,4.3,4.5,112,,True
Intel Xeon E3-1220 V6,398.95,4,3.0,3.5,72,,False
Intel Xeon E3-1270 V6,719.95,4,3.8,4.2,72,,True
Intel Core i9-7920X,,12,2.9,4.4,140,,True
AMD A6-9550,,2,3.8,4.0,65,Radeon R5 (on die),False
Intel Core i7-870S,,4,2.667,,82,,True
Intel Core i9-7940X,,14,3.1,4.4,165,,True
Intel Xeon E5-2665,,8,2.4,3.1,115,,True
Intel Xeon E-2134,,4,3.5,4.5,71,,True
Intel Xeon E-2274G,,4,4.0,4.9,83,Intel HD Graphics P630,True
Intel Xeon E-2124G,645.0,4,3.4,4.5,71,Intel HD Graphics P630,False
Intel Pentium G3420,,2,3.2,,54,Intel HD Graphics,False
Intel Core 2 Quad Q9400,,4,2.66,,95,,False
Intel Pentium G870,,2,3.1,,65,Intel HD Graphics,False
Intel Xeon E5-2609 V3,,6,1.9,,85,,False
Intel Xeon E5-2623 V3,234.94,4,3.0,3.5,105,,True
Intel Xeon E3-1245 V5,399.0,4,3.5,3.9,80,Intel HD Graphics P530,True
Intel Xeon E3-1225 V6,499.88,4,3.3,3.7,73,Intel HD Graphics P630,False
Intel Xeon E3-1230 V6,,4,3.5,3.9,72,,True
AMD Athlon II X2 250,,2,3.0,,65,,False
AMD Phenom II X2 550 Black,,2,3.1,,80,,False
AMD Athlon II X4 635,,4,2.9,,95,,False
AMD Phenom II X4 945,,4,3.0,,125,,False
AMD Athlon II X3 400e,,3,2.2,,45,,False
AMD Athlon II X3 405e,,3,2.3,,45,,False
AMD Athlon II X4 605e,,4,2.3,,45,,False
AMD Phenom II X3 705e,,3,2.5,,65,,False
Intel Celeron E1200,,2,1.6,,65,,False
Intel Pentium E2140,,2,1.6,,65,,False
Intel Pentium E2140,,2,1.6,,65,,False
Intel Pentium E2160,,2,1.8,,65,,False
Intel Pentium E2180,,2,2.0,,65,,False
Intel Pentium E2220,,2,2.4,,65,,False
Intel Celeron E3200,,2,2.4,,65,,False
Intel Celeron E3300,,2,2.5,,65,,False
Intel Core 2 Duo E4500,,2,2.2,,65,,False
Intel Pentium E5300,79.4,2,2.6,,65,,False
Intel Pentium E5300,79.4,2,2.6,,65,,False
Intel Pentium E5400,,2,2.7,,65,,False
Intel Core 2 Duo E6320,,2,1.86,,65,,False
Intel Core 2 Duo E6400,,2,2.13,,65,,False
Intel Core 2 Duo E6420,149.94,2,2.13,,65,,False
Intel Pentium E6500,,2,2.93,,65,,False
Intel Core 2 Duo E6550,,2,2.33,,65,,False
Intel Core 2 Duo E6700,,2,2.66,,65,,False
Intel Core 2 Duo E6750,,2,2.66,,65,,False
Intel Core 2 Duo E6850,,2,3.0,,65,,False
Intel Core 2 Duo E7200,,2,2.53,,65,,False
Intel Core 2 Duo E7400,,2,2.8,,65,,False
Intel Core 2 Duo E7500,,2,2.93,,65,,False
Intel Core 2 Duo E8300,119.95,2,2.83,,65,,False
Intel Core 2 Duo E8500,,2,3.16,,65,,False
Intel Core i7-940,,4,2.93,,130,,True
Intel Core 2 Quad Q6700,,4,2.66,,100,,False
Intel Core 2 Quad Q8200,,4,2.33,,95,,False
Intel Core 2 Quad Q8300,,4,2.5,,95,,False
Intel Core 2 Quad Q8400,,4,2.66,,95,,False
Intel Core 2 Quad Q9300,172.0,4,2.5,,95,,False
Intel Core 2 Quad Q9400S,,4,2.66,,65,,False
Intel Core 2 Quad Q9550S,,4,2.83,,65,,False
Intel Core 2 Extreme QX6850,,4,3.0,,130,,False
Intel Core 2 Extreme QX9775,,4,3.2,,150,,False
Intel Core 2 Extreme QX9775,,4,3.2,,150,,False
Intel Core 2 Extreme X6800,499.95,2,2.93,,75,,False
AMD Athlon II X4 645,,4,3.1,,95,,False
AMD Athlon II X2 255,,2,3.1,,65,,False
AMD Athlon II X2 265,,2,3.2,,65,,False
AMD Phenom II X2 545,,2,3.0,,80,,False
AMD Phenom II X2 565 Black,,2,3.4,,80,,False
AMD Phenom II X4 955,,4,3.2,,125,,False
AMD Athlon II X2 245,,2,2.9,,65,,False
AMD Sempron 130,,1,2.6,,45,,False
AMD Athlon II X4 631,,4,2.6,,100,,False
AMD FX-6100,,6,3.3,,95,,False
AMD FX-8120,,8,3.1,,125,,False
Intel Pentium G630T,,2,2.3,,35,Intel HD Graphics,False
AMD Phenom II X6 1100T Black,,6,3.3,,125,,False
AMD Athlon II X2 250,,2,3.0,,65,,False
AMD Athlon II X2 260,,2,3.2,,65,,False
Intel Celeron G465,,2,1.9,,35,Intel HD Graphics,False
Intel Xeon E3-1265L V2,,4,2.5,,45,Intel HD Graphics 2500,True
Intel Xeon E3-1280,,4,3.5,,95,,True
Intel Celeron G1630,,2,2.8,,55,Intel HD Graphics,False
Intel Celeron G1830,,2,2.8,,53,Intel HD Graphics,False
Intel Xeon E5-2603,98.95,4,1.8,,80,,False
Intel Pentium G3440,,2,3.3,,53,Intel HD Graphics,False
Intel Pentium G3258,,2,3.2,,53,Intel HD Graphics,False
AMD Sempron X2 198,,2,2.5,,65,,False
AMD A4-6320,,2,3.8,4.0,65,Radeon HD 8370D,False
AMD A4-3300,,2,2.5,,65,Radeon HD 6410D,False
AMD A6-7400K,,2,3.5,3.9,65,Radeon R5 (on die),False
AMD FX-4150,,4,4.0,4.1,125,,False
AMD Athlon II X2 221,,2,2.8,,65,,False
AMD Athlon II X4 638,,4,2.7,,65,,False
AMD E2-3200,,2,2.4,,65,Radeon HD 6370D,False
Intel Core i3-4160T,,2,3.1,,35,Intel HD Graphics 4400,True
Intel Core i3-4370,,2,3.8,,54,Intel HD Graphics 4600,True
Intel Xeon E5-2630,,6,2.3,,95,,True
AMD Athlon X4 530,,4,2.0,,25,,False
AMD Pro A4-7300B,,2,3.8,4.0,65,Radeon HD 8470D,False
Intel Xeon E5-2622 V3,,8,2.4,,85,,True
Intel Xeon E5-2650 V3,,10,2.3,3.0,105,,True
Intel Xeon E5-2687W V3,,10,3.1,3.5,160,,True
AMD FX-8310,,8,3.4,4.3,95,,False
Intel Xeon E5-2630 V2,,6,2.6,3.1,80,,True
Intel Core i5-5675C,,4,3.1,3.6,65,Iris Pro Graphics 6200,False
AMD A8-7670K,,4,3.6,3.9,95,Radeon R7 (on-die),False
Intel Core i3-6320,,2,3.9,,51,Intel HD Graphics 530,True
Intel Core i3-6300T,,2,3.3,,35,Intel HD Graphics 530,True
Intel Core i5-6600T,,4,2.7,3.5,35,Intel HD Graphics 530,False
Intel Pentium G4500,,2,3.5,,51,Intel HD Graphics 530,False
Intel Pentium G4400T,,2,2.9,,35,Intel HD Graphics 510,False
Intel Pentium G4500T,,2,3.0,,35,Intel HD Graphics 530,False
Intel Xeon E3-1230 V5,,4,3.4,3.8,80,,True
Intel Xeon E3-1225 V5,,4,3.3,3.7,80,Intel HD Graphics P530,False
Intel Xeon E3-1240 V5,,4,3.5,3.9,80,,True
Intel Xeon E3-1280 V5,,4,3.7,4.0,80,,True
AMD Opteron 6344,,12,2.6,3.2,115,,False
Intel Pentium G3260,,2,3.3,,53,Intel HD Graphics,False
AMD A6-7470K,,2,3.7,4.0,65,Radeon R5 (on die),False
Intel Xeon E5-2658 V3,,12,2.2,2.9,105,,True
AMD Athlon 5370,,4,2.2,,25,Radeon R3 (on die),False
Intel Core i7-6850K,,6,3.6,3.8,140,,True
Intel Core i3-7320,,2,4.1,,51,Intel HD Graphics 630,True
Intel Celeron G3930T,,2,2.7,,35,Intel HD Graphics 610,False
Intel Core i3-7300T,,2,3.5,,35,Intel HD Graphics 630,True
Intel Core i5-7500T,,4,2.7,3.3,35,Intel HD Graphics 630,False
Intel Core i9-7900X,,10,3.3,4.5,140,,True
Intel Core i7-7820X,,8,3.6,4.5,140,,True
AMD A8-7670K,,4,3.6,3.9,95,Radeon R7 (on-die),False
Intel Xeon E5-2450V2,,8,2.5,3.3,95,,True
Intel Xeon E3-1225 V6,401.14,4,3.3,3.7,73,Intel HD Graphics P630,False
Intel Core i7-870S,,4,2.667,,82,,True
Intel Pentium Gold G5600,,2,3.9,,54,Intel UHD Graphics 630,True
Intel Xeon E5-2660,,8,2.2,3.0,95,,True
Intel Xeon E-2136,806.0,6,3.3,4.5,80,,True
Intel Xeon E-2124,180.0,4,3.3,4.3,71,,False
AMD Phenom II X4 840,,4,3.2,,95,,False
Intel Celeron 420,,1,1.6,,35,,False
Intel Celeron 430,,1,1.8,,35,,False
AMD Athlon II X3 440,,3,3.0,,95,,False
AMD Athlon II X3 440,,3,3.0,,95,,False
AMD Athlon II X3 445,,3,3.1,,95,,False
AMD Phenom II X2 545,,2,3.0,,80,,False
AMD Athlon II X4 620,,4,2.6,,95,,False
AMD Phenom II X3 720,,3,2.8,,95,,False
AMD Phenom II X4 805,,4,2.5,,95,,False
AMD Phenom II X4 910,,4,2.6,,95,,False
AMD Athlon II X2 235e,,2,2.7,,45,,False
AMD Athlon II X2 245e,,2,2.9,,45,,False
AMD Athlon II X3 405e,,3,2.3,,45,,False
AMD Athlon II X3 415e,,3,2.5,,45,,False
AMD Athlon II X4 600e,,4,2.2,,45,,False
AMD Athlon II X4 610e,,4,2.4,,45,,False
AMD Phenom II X3 720 Black,,3,2.8,,95,,False
AMD Phenom II X4 905e,,4,2.5,,65,,False
Intel Celeron E1400,,2,2.0,,65,,False
Intel Celeron E1500,,2,2.2,,65,,False
Intel Celeron E1500,,2,2.2,,65,,False
Intel Celeron E1600,,2,2.4,,65,,False
Intel Pentium E2160,,2,1.8,,65,,False
Intel Celeron E3200,,2,2.4,,65,,False
Intel Core 2 Duo E4400,,2,2.0,,65,,False
Intel Core 2 Duo E4400,,2,2.0,,65,,False
Intel Pentium E5400,,2,2.7,,65,,False
Intel Pentium E6300,,2,2.8,,65,,False
Intel Core 2 Duo E6540,,2,2.33,,65,,False
Intel Core 2 Duo E6550,,2,2.33,,65,,False
Intel Pentium E6600,,2,3.06,,65,,False
Intel Core 2 Duo E6700,,2,2.66,,65,,False
Intel Core 2 Duo E7300,,2,2.66,,65,,False
Intel Core 2 Duo E7400,,2,2.8,,65,,False
Intel Core 2 Duo E7500,,2,2.93,,65,,False
Intel Core 2 Duo E8200,,2,2.66,,65,,False
Intel Core 2 Duo E8200,,2,2.66,,65,,False
Intel Core 2 Duo E8200,,2,2.66,,65,,False
Intel Core 2 Duo E8400,,2,3.0,,65,,False
Intel Core 2 Duo E8500,,2,3.16,,65,,False
Intel Core i5-655K,,2,3.2,,73,Intel HD Graphics,True
Intel Core i5-750S,,4,2.4,,82,,False
Intel Core i7-860S,,4,2.53,,82,,True
Intel Core 2 Quad Q8200,,4,2.33,,95,,False
Intel Core 2 Quad Q8200S,,4,2.33,,65,,False
Intel Core 2 Quad Q8200S,,4,2.33,,65,,False
Intel Core 2 Quad Q8400S,,4,2.66,,65,,False
Intel Core 2 Quad Q9400S,,4,2.66,,65,,False
Intel Core 2 Quad Q9450,,4,2.66,,95,,False
Intel Core 2 Quad Q9505S,,4,2.83,,65,,False
Intel Core 2 Quad Q9550S,,4,2.83,,65,,False
Intel Core 2 Extreme QX6700,,4,2.66,,100,,False
Intel Core 2 Extreme QX6800,,4,2.93,,100,,False
Intel Core 2 Extreme QX6800,,4,2.93,,100,,False
Intel Core 2 Extreme QX6800,,4,2.93,,100,,False
Intel Core 2 Extreme QX9650,,4,3.0,,130,,False
Intel Core 2 Extreme QX9775,,4,3.2,,150,,False
AMD Athlon II X4 630,,4,2.8,,95,,False
AMD Athlon II X4 610e,,4,2.4,,45,,False
AMD Phenom II X3 715 Black,,3,2.8,,95,,False
AMD Athlon II X3 425,,3,2.7,,95,,False
AMD Phenom II X4 955,,4,3.2,,125,,False
AMD Athlon II X2 245,,2,2.9,,65,,False
AMD Athlon II X4 630,,4,2.8,,95,,False
AMD Sempron 130,,1,2.6,,45,,False
AMD Phenom II X4 970,,4,3.5,,125,,False
AMD A6-3650,,4,2.6,,100,Radeon HD 6530D,False
Intel Xeon E5-2665,227.0,8,2.4,3.1,115,,True
AMD A6-6420K,,2,4.0,4.2,65,Radeon HD 8000 Series,False
AMD A4-4020,,2,3.2,3.4,65,Radeon HD 7480D,False
AMD Sempron X2 198,,2,2.5,,65,,False
AMD Sempron X2 190,,2,2.5,,45,,False
AMD A10-7800,,4,3.5,3.9,65,Radeon R7 (on-die),False
AMD A10-6790B,,4,4.0,,100,Radeon HD 8670D,False
AMD A4-6320,,2,3.8,4.0,65,Radeon HD 8370D,False
AMD A4-3300,,2,2.5,,65,Radeon HD 6410D,False
AMD A4-3400,,2,2.7,,65,Radeon HD 6410D,False
AMD A4-3400,,2,2.7,,65,Radeon HD 6410D,False
AMD A4-6300,,2,3.7,3.9,65,Radeon HD 8370D,False
AMD A4-5300,,2,3.4,,65,Radeon HD 7480D,False
AMD A4-4020,,2,3.2,3.4,65,Radeon HD 7480D,False
AMD A4-4000,,2,3.0,,65,Radeon HD 7480D,False
AMD A4-3450,,2,2.9,,65,,False
AMD FX-4200,,4,3.3,,125,,False
AMD FX-6130,,6,3.6,3.9,125,,False
AMD FX-6200,,6,3.8,,125,,False
AMD FX-8120,,8,3.1,,125,,False
AMD Athlon II X2 221,,2,2.8,,65,,False
AMD Athlon II X4 651,,4,3.0,,100,,False
AMD Athlon II X4 638,,4,2.7,,65,,False
AMD E2-3200,,2,2.4,,65,Radeon HD 6370D,False
AMD Athlon X2 370K,,2,4.2,,65,,False
AMD FX-8320E,,8,3.2,4.0,95,,False
AMD FX-8370E,,8,3.3,4.3,95,,False
AMD Pro A6-7400B,,2,3.5,3.9,65,Radeon R5 (on die),False
AMD Athlon X2 350,,2,3.5,3.9,65,,False
AMD Phenom II X4 B99,,4,3.3,,95,,False
AMD Phenom II X6 1065T,,6,2.7,,95,,False
AMD FX-8310,,8,3.4,4.3,95,,False
Intel Core i5-4570S,,4,2.9,,65,Intel HD Graphics 4600,False
AMD Athlon X4 845,,4,3.5,3.8,65,,False
AMD A10-7860k,,4,3.6,4.0,65,Radeon R7 (on-die),False
AMD A10-7890K,,4,4.1,4.3,95,Radeon R7 (on-die),False
AMD A8-7650K,,4,3.3,3.7,95,Radeon R7 (on-die),False
